Unnamed: 0,statement,status
717,"prolonged stress, overthinking, can't sleep, want to cry, restless, just lethargic :(",Anxiety
718,"Maybe these few days for you it's just normal or nothing, but you know what? One day feels really long for me after that happened, I always worry about what decision you want to make in the future, and when are you going to tell me that decision",Anxiety
719,"Day 3, I'm getting restless.. -FZR-",Anxiety
720,"Isn't it weird when you suddenly enter the stage where you can't communicate with other people.. feeling lazy + anxious, it's one thing ²",Anxiety
721,"It's morning, but I'm nervous, what's going on?",Anxiety
722,I'm so nervous I feel why,Anxiety
723,"Don't worry about what you did yesterday, it's enough to be happy if you are able to accept it all.",Anxiety
724,sleep really restless duh don't like it,Anxiety
725,I swear I've been feeling restless since morning,Anxiety
726,Feeling excessively anxious all the time can disrupt sleep patterns or not?,Anxiety
727,"They say that if we are snacking all the time we are lazy, it could be that we are restless/something is on our minds. That's right,",Anxiety
728,I'm really worried but I don't know why,Anxiety
729,It's never too late to take care of yourself if the anxiety created by your own mind doesn't always prove to be true...,Anxiety
730,"It's really restless since yesterday thinking about another second in class 12, preparations for SM are still a little bit, there's a lot to worry about",Anxiety
731,Restless and agitated,Anxiety
732,"hey please can I ask for positive or enthusiastic words? Lately I've been so anxious that it makes me think about it for a long timeðŸ˜"" I want to sleep so I don't think about it, I'll open it later so I can forget it even moreðŸ¥º",Anxiety
733,"Gr gr dreaming of ex crush to be my game, God",Normal
734,wkwkwk what a joke,Normal
735,Leaves are also standby in front of the PC ... because the office is no longer on leave,Normal
736,Thank God even though it's just a ride through,Normal
737,"wedding teaser concept using the song day6 - only, sounds good ga siiih",Normal
738,No comeback~,Normal
739,sender my sc on weirdðŸ˜«,Normal
740,1.7 fucking years,Normal
741,"Bismillah for Eid 2021, you get a few questions, you get a lot of THR",Normal
742,why is the call to prayer taking so long?,Normal
743,What should I do :-(,Normal
744,"I want to spend a lot of time shopping for snacks for Eid but I have 2 million left, make a self-registration",Normal
745,"I like to be grateful, don't you think, if you stay away from a guy, then not long after that he's updated and he's got a new girl WKWK maybe he feels handsome but I feel really bad about it hah you move so fast, it's a good thing I'm with you <3",Normal
746,"annoyed ,",Normal
747,Hurry bruh!,Normal
748,really said rip,Normal
749,I really want to see BTOB mix Blowin up and Bull's eye perform,Normal
750,Feeling happy today,Normal
751,I feel like slapping mama,Normal
752,Very touched Thank you Jesus,Normal
753,chat.,Normal
754,My sister seems tired of hearing me play sunlit smile,Normal
755,Motorcycle again haha,Normal
756,I hope my brother's strength doesn't go down to the children,Normal
757,luckily not album poster,Normal
758,How u doin?,Normal
759,Yeah babe we won,Normal
760,This morning I smell really good:',Normal
761,"why is this person blg parcel hampers blah blah blah. if given, do you want him or not?",Normal
762,Room cleaning ,Normal
763,How u doin buddy?,Normal
764,"Before the nct dream hot sauce mv comes out, let's be mutual bestie",Normal
765,there will always be tai. So it's not just beautiful,Normal
766,I want to take a day off from work and then take her for a long walk,Normal
767,ni-ki why? I just opened twt,Normal
768,This Monday was many times slower than the usual Monday. damn it,Normal
769,You're an addict that makes me doubt,Normal
770,How many bbl tickets are now? How come I want to subscribe but it says my credit doesn't work even though my credit is 70 thousand,Normal
771,does anyone have co shpe 5.5 the goods haven't arrived until now?,Normal
772,YOK YOK SPIRIT YO 2 WORKING DAYS AGAIN.,Normal
773,Pack timeeeee,Normal
774,"I bought a shirt for 200, but I've never worn it to go out (only tried it on when I first arrived and then saved it), and it turned out to be too big, so I sold it again, right? So I sold 150, is it still too expensive in that condition? :(",Normal
775,last night wearing patch even more tired,Normal
776,I'm the one who doesn't go to school. Tell me to pay spp.,Normal
777,#doodh .Kesa fight,Normal
778,"Chinese foreigners can enter at will because they say ""according to the procedure"" those who are going home are blocked even though they have negative swab results for no good reason, they don't pass the homecoming ... do you realize that the government has hurt the hearts of its people?",Normal
779,"Next time sitting in a hostel, you know what people are discussing, isn't it?",Normal
780,Thank God the CB is over for Eid,Normal
781,"Words don't matter, better action?",Normal
782,09.35 WIB #Tol_JORR_E TMII - Cikunir - Cakung - Rorotan CURRENT. ; Rorotan - Cakung - Cikunir - TMII CURRENT.,Normal
783,I really hate bulletsâ€ in pineapple jam,Normal
784,"It's cute, I'm excited about her new dining table",Normal
785,punyetaaaaaa ™‚,Normal
786,"Grandma, it's just that my father has settled the first dose, it's a little relieved",Normal
787,"Jaemin, I've set up a lot of YouTube accounts for streaming. there is one more account that intends to make youtube premium",Normal
788,It's a hassle when you take care of my life,Normal
789,you know when it was announced on vlive 2 million SKKKSKSKS AAMINNNN,Normal
790,I'm sorry,Normal
791,"Damn it! I'm going to go to work, you know, what was sincere about giving it to me is getting annoyed!!",Normal
792,"Every time Allah brings difficulties to a servant, then with him there are two conveniences (HR. Tirmidhi) #Struggle for Shari'ah. #GjUzA",Normal
793,"new moots, what do you want to know?",Normal
794,Sleep patterns are soooooo messed up,Normal
795,Those who sell Netflix appear,Normal
796,Do you dare to apply for a job outside the city? :(,Normal
797,"I'm sorry I didn't buy the hampers, is it still available?",Normal
798,wow shey. I just realized and just found out there is a break in my face :),Normal
799,Galaxy opal giannis makes me cum,Normal
800,the harmonization HSUHSI â ¤ï¸,Normal
801,This morning feels like the wind is really Eid,Normal
802,"here who likes to make fmv, what apps do you use?? I found a good song and thought I wanted to make a fmv like this",Normal
803,km or not me?,Normal
804,"4 years studying engineering, salary work like an operator, a real pig",Normal
805,"Mutual Skuy. All Fandom, Sabi lah!! Help Rt/like yaa",Normal
806,I don't hate it. But why do I have a grudge?,Normal
807,who's on vacation?,Normal
808,Amigos whats up?,Normal
809,"Want to rant a little.. You know that if your friends are 'hostile' with your other friends, it's not a strange thing, this isn't the first time you've experienced something like this... but it still sucks, because both are important to me...",Normal
810,"There is a WA from an unknown number and he doesn't introduce himself, sorry, I won't reply.",Normal
811,"Peace be upon you, O Messenger of Allah",Normal
812,"check pin moots, thx u yaa!!",Normal
813,Can't watch vivo for 4 more hours otw pls ™ƒ,Normal
814,como q se murio jyp q dicenn,Normal
815,army/blink let's mutualan other fandom too come on gasss !!!.help rt/like thanks,Normal
816,"How come my hair won't be long, every time someone touches my shoulder, I cut it again .. my mullet is missing in the video, it's been cut again. This itchy hand touched the mouth of the scissors. AAAAAAAAA.",Normal
817,Dream again hehehe happyâ,Normal
818,"What's this, just opened twt, how come it says sebong wants CB????",Normal
819,God no longer gives you a test.. You're the only one who throws a tantrum(:,Normal
820,"lee jaewook aka mas jeki happy birthday!! waiting for the next project, will it last long in the new agency <33 #happyjaewookday",Normal
821,Km never,Normal
822,I don't understand people who are really obedient to their own nation. It was as if his nation was the most chosen nation.,Normal
823,"Td someone comment wants to see manly, the most isle tgk comment on lizzy's post",Normal
824,DIOS SKSKKWKWOW JK T AMO,Normal
825,For people who understand the meaning of patience. Waiting is proof of struggle,Normal
826,Dudeeee! What's up?,Normal
827,"When the PH commanded, DongZong and HINDRAF loudly opposed Jawi's writing, if the PN went up, they were silent and did not oppose the Malay-Islamic Kingdom, hahaha, which side of the two organizations does it seem? £",Normal
828,"I'm busy, you know, just make the best use of time when the hours of sleep are broken. The problem is that yesterday I mostly hung out haha, I kept forgetting that I don't have a guarantee for old age and a stomach that has to be filled every day. When it's time, we'll hang out again, okay?",Normal
829,"Looking for mutualan with fellow nctzens, who want to hype nct dream together this afternoon, I guess. Please help rt/like, thank you.",Normal
830,MORNING AGAIN I've made a AMENDE SPACE,Normal
831,"It's a bitch, the goat is cheating, 3 hours of waiting, no one has come shalan",Normal
832,"Buy a lekbong dress, it's often very feminine to wear, it's scary, my shoulders are big. The butt stomach doesn't matter, it's more embarrassing to have wider shoulders than stomach £",Normal
833,"Astagfirullah, my boarding house is a mess :(",Normal
834,cement,Normal
835,I thought I was the one you were looking for but it turns out I'm just an option,Normal
836,"Hadeh absent. Just shut up for todayðŸ˜""",Normal
837,why so scary,Normal
838,Can I continue to take weekend leave,Normal
839,SEBASTIANN,Normal
840,"I just woke up listening to NCT DREAM 1.71 MILLION SELLER, I immediately woke up, I thought I was still dreaming",Normal
841,I play football today.,Normal
842,Soon it will be full of surprises,Normal
843,"Good morning, dear",Normal
844,Stupid this is not the way to play football,Normal
845,"You don't have to complicate things anymore, people",Normal
846,"Astaghfirullah, it sucks my life",Normal
847,"I thought it was real, but it turned out to be a dream.",Normal
848,Laaah I just realized that I'm alone at home,Normal
849,Tired. That's the first drop. Sorry Ricky..,Normal
850,I am your cousin,Normal
851,"If you can't control what people say so you don't hurt your heart, at least you have to be able to control your ears so you don't hear what they say. haha",Normal
852,"those who haven't been on fb, can you reply?",Normal
853,Stop trying to be perfect. Find him who knows all your weaknesses but still wants to be a part of your life.,Normal
854,Ki obostha mama?,Normal
855,If you ask where does the wound come from? From him who you consider special! ±,Normal
856,morning evening serving tiktok buto ah,Normal
857,oh god finally!,Normal
858,hair,Normal
859,I don't even feel like I'm in the mood for raya hm,Normal
860,do i sell the tutorial again?,Normal
861,Gabut wants to go to Coke but the car is all used,Normal
862,morning bestie,Normal
863,Your voice is so nice,Normal
864,Ami ajke onk happy,Normal
865,tambay sa dagat woohoo,Normal
866,Still confused whether to use muse jisoo or seulgi..,Normal
867,Pls the one in my fleets is really cute.,Normal
868,"If the account logs out itself, why is that?",Normal
869,"KCG! How do you feel when you have been given a male cat and then one day after that, you are taken again and exchanged for a different one?",Normal
870,"Oh no, I'm cleaning the house, ah, so that it's already 3 o'clock, I can watch the vlive",Normal
871,Try ah:..QRT this tweet with your KTP+KK+signature+pic your fingerprint.(Try stealing personal data),Normal
872,What is holiday,Normal
873,"homecoming holiday, friends, miss my extra money ",Normal
874,"There are no results, lazy to go to waste anyway.",Normal
875,"Pgn already when I wake up, there will be a notification about Jaehyun's pap content",Normal
876,TL Cleaning................................................................ ................................................................. ................................................................. ................................................................. ...............3,Normal
877,"And if he asks for time to himself, don't be banned or given the impression as if you were left unilaterally. Self Healing is different for different people and can't be made the same :)",Normal
878,"Thank you so much for those who want to follow and be friends with meðŸ™ . Those who want to follow me please, I'll be happy to follow you guys too.. Greetings friendship without limits ™ —ðŸ˜Š",Normal
879,What time is it now?,Normal
880,What time is it today?,Normal
881,Shame brother.,Normal
882,Eid is coming baby,Normal
883,"This unemployed person aspires to be like tasya farasya ges, during Ramadhan buy up to 11 lippens",Normal
884,"Wow, today I ran and changed my style to the majistret",Normal
885,"3 more days. Surely there will be people who suddenly want to know everything about you. Starting from your spouse, career, savings, education, life, even to insignificant things like the price of the clothes you were wearing that day... No need to answer, because it's just small talk.",Normal
886,Oh it turns out to be a lock wkwkwk ™ˆ,Normal
887,"I'm so tired of living, I just want to be a unicorn",Normal
888,"It's a bit like that, but I call it Asperger because Hans Asperger is actually a Nazi",Normal
889,"When you just wake up, you're usually still sleepy and want to relax first. Eh, when I'm literate, I see a package placed on the bed, it's fresh right away",Normal
890,twitter mood now!,Normal
891,Yooo yooo yooo!,Normal
892,"This is the first time that Muhammad's children have been made difficult. Even though it's the same as Eid, this Muhammadiyah person '",Normal
893,Wallahi idek what i'd do without my mama Alhamdulillah,Normal
894,Just woke up ™,Normal
895,Coat of arms.[Æ ].Latin letters: Phonetic: Middle high vowel.Pronunciation: Win ,Normal
896,Siiiiu,Normal
897,Parci,Normal
898,just woke up,Normal
899,"Not only that, he said, during holidays and leave together with Lebaran, working from home (WFH) attendance is mandatory up to 3 times.",Normal
900,"uhh! Dom Jakbar, let's cuddle tonight? M22 can host",Normal
901,Alhamdulillah!,Normal
902,Exam done yeee!,Normal
903,Can't kmn2 until some time in the future.. Lebaran stay in isolation room,Normal
904,Why are all vampires hanging around? Even though I want to see the young ones.,Normal
905,Rikiyat hhhhhhhhhhh,Normal
906,today's vibes are really happy accompanied by we go up,Normal
907,hmm want to read ?,Normal
908,maybe it's possible to dream of renhyuck dating for real,Normal
909,"I'm still waiting, it's already the 10th and it hasn't melted",Normal
910,potta cloth,Normal
911,Loh there's a space,Normal
912,"This brain is very strong to remember ""something about that moment"". I really understand that it can't be forgotten",Normal
913,help me make card dong,Normal
914,the cycle; make wl â€“ got â€“ haven't arrived home yet i don't have a crush,Normal
915,"The rep is tar first, you want to cook with your favorite plates and pots that are waiting for you",Normal
916,"Start your day with intention and a smile, because mood always affects your day. ️",Normal
917,ETDAHHH SHAME BET ME,Normal
918,"Crazy!! I just woke up at 9.30, I already know I'm late for work, I can still tweet first hahaha",Normal
919,Aren't you tired of living life without using your brain?,Normal
920,"Please help, I'm still panicking. My glue gun just came out of fire I immediately fell to the floor",Normal
921,even though I don't do tiring activities but it can get sick -_- I don't understand anymore,Normal
922,Josss,Normal
923,"This year I still get a gratuity, next year I will give 15 gratuity, which gives min gocap/cepe wow stress wallet w",Normal
924,otw order this gofood,Normal
925,oh my god the temperature is rising again hdhshshs sad,Normal
926,I swear all of you,Normal
927,"And only belongs to Allah the kingdom of the heavens and the earth. He forgives whom He wills, and will punish whom He wills. And Allah is Forgiving, Most Merciful. (Surat al-Fath [48]: 14) #Strive to uphold Sharia.",Normal
928,Ya Allah I forgot that today I started fasting again EVEN WANT TO FRY EGGS,Normal
929,25 minutes to sleep,Normal
930,"It's like we've been told that for example, if it's raining and drinking ice, it can make us feverish, but we're annoying.",Normal
931,"Moots, anyone joined go aespa?",Normal
932,sofa<bua til 2016-2017 playlista,Normal
933,demanding inheritance to say farewell is heavy in the brain heavy in the heart which causes the child's mentality to go down its okay :),Normal
934,"new or not, is it really 1.71??? ️",Normal
935,"So what's better when the MV comes out?...Just watch it, or wait until the 11th?",Normal
936,"What's wrong with my business like this? Later I'll be busy counting money, you're busy looking for work wkwkwk",Normal
937,Stomach :(,Normal
938,InshaAllah,Normal
939,Need a cv fast.#zonauang #zonaba,Normal
940,"Clean up your sandals, maybe later on Eid someone will invite you for a walk, right?",Normal
941,while the one who had Germany yesterday had a party because the one whose name was the league committee became the champion fix. It's true that Bayern is only suitable for playing in ESL so that only strong teams can meet,Normal
942,I should have wake up early today bro. Tomorrow is a playing day.,Normal
943,"I want to fry tofu, when I see it in the pan I think it's oil, the tofu is sugar water . so this is sweet tofu",Normal
944,Others on vacation I simulate,Normal
945,What if this kind of thirst today. It's only 10.30 wow.,Normal
946,"Idly chat with bestie like this ""I'm sorry"" I saw his reaction a few minutes later....",Normal
947,hikhok.,Normal
948,"FASHION FASHION has just finished from outside, right, when I got home, I immediately changed my negligee, because I wanted to lie down again, then I felt my breath was really heavy and it was really tight, it was hard to breathe, it turned out that I was still wearing an anjggggggggg mask",Normal
949,Why are people on vacation until June is gone.,Normal
950,want to paint hmmmm,Normal
951,"I really want when the pandemic is over (amen) after that, go for a walk, just one day is enough. The important thing is to be able to have a picnic again to get rid of fatigue :(",Normal
952,paras ng ulqm sinigang gang gang,Normal
953,Pokoke must kill Ben Plong,Normal
954,embarrassing,Normal
955,"shin! Drop au Kitashin your fav dong, free to pair with anyone",Normal
956,ouch can't wait for the Ningning teaser to come out,Normal
957,"Because of the strange discussion on GC, every time I see his face, I remember that one",Normal
958,anyink dh ah,Normal
959,"This morning, YJ's children are already overthinking, tired",Normal
960,"Breaking a habit that has been done for 7 years is not easy, this is the reason why I am often confused :')",Normal
961,I swear the freebies haven't arrived to stop the work so much ;-;,Normal
962,"Now again, it's a trend for guys to wear long robes, and the bottoms are wearing Air Jordan shoes.",Normal
963,penis,Normal
964,THANK GOD,Normal
965,"Have you ever heard why but suddenly it's hilarious?? I don't know what's being stirred up or what, but it's really awesome, I don't know wow",Normal
966,Maybe the person on the right doesn't serve me automatically because I want to resign in a short time. Haha nopee,Normal
967,my head is about to explode,Normal
968,"You can't be jealous. If he chooses something else, it's his right. There's no need to expect more.",Normal
969,"Not everyone is nice to you, but don't stop being kind to them.",Normal
970,oh my gosh this acc flops,Normal
971,Morning,Normal
972,mmekkkkkkk angry pen,Normal
973,very busy taking care of sim,Normal
974,It's not much to understand °,Normal
975,not clean huh? :(,Normal
976,"misuh dipg hr: .. I'm bored again. I'm stressed on RL, fangirling is also stressful because there's not much content... lol, this is really great",Normal
977,very proud,Normal
978,"Where are you looking for mutual wayzenni, I lack mutual wayzenni, jir",Normal
979,Busy blaming other people to the point of being late with toxic awake dewe astghfirullah me,Normal
980,TL Cleaning................................................................ ................................................................. ................................................................. ................................................................. ......................2,Normal
981,Lm Want to eat messy bio that can be qris,Normal
982,"What's wrong, Saranghae",Normal
983,It's really easy to enter the afternoon of the trip,Normal
984,SHAKDHAHDKA HE REMEMBERED,Normal
985,can i ask for account tag q? thx bestie,Normal
986,rice is good,Normal
987,Listen to the 2 finger rocking song. Remember kpl huzaifa. Ha ha ha. Pti most random seriously.,Normal
988,how can i forget when i have work,Normal
989,"I dreamed that my ex came home to stay with my class mates too, but he brought his gf with his parents, then I had fun chatting with his gf, what do you mean?? my dreams are getting worse",Normal
990,Whats up yooo?,Normal
991,"Why do people around me always misunderstand my attitude? Why?. Why has no one ever asked me why, but my attitude and actions are always misunderstood? And that always makes me think, how small am I in your eyes?",Normal
992,Hellooooo!,Normal
993,Hey man!,Normal
994,"I'm sure that today, the one who came to the school hall, Mr. Madam, is proud, mmf, isn't your son, hey, or his brain is thin...",Normal
995,please make it,Normal
996,Okay then okay,Normal
997,My pain is big,Normal
998,My whole life is full of surprise,Normal
999,"I want to ask, does it take a really long time to buy an album at mecima? I'm joining the co album from mecima, it's been 2 months and there's no update",Normal
1000,First of all I am totally fine buddy,Normal
1001,It's really cool when Girl from nowhere season 3 becomes the dominant Yuri.,Normal
1002,"Vlive merged with weverse? Hmm, so sexy, is naver okay with hybe? You invest in the company next door, it's still not enough awkawkawkkw",Normal
1003,"Why does the money have to be limited, if it's not limited there won't be a sick cat like this",Normal
1004,Dream comes true,Normal
1005,"Sunday is not effective, until what you think is a holiday",Normal
1006,my hair is falling out for a long time,Normal
1007,Waiting for cy bananaâ,Normal
1008,Who's here at home being unproductive (?) wants to lie down even though there's a lot of work,Normal
1009,It's only at this hour that I want Nasi Padang. Just walking and eating enough eh... how come,Normal
1010,Eid is only a matter of days but we haven't had time to open it together :(,Normal
1011,good morning trick world,Normal
1012,"Eid is coming soon, God.",Normal
1013,Baby baby oh ho!,Normal
1014,"Be mentally strong, strengthen your mind. Bismillah",Normal
1015,"There is free time wasted, well, it's a waste of opportunity",Normal
1016,"it's stuck, please help $",Normal
1017,At the age of 25 I am still sleeping and staying at the boarding school,Normal
1018,very sleepy even though I just woke up,Normal
1019,Only Monday is the most awaited ðŸ¤§,Normal
1020,want to talk but afraid of not being allowed,Normal
1021,I'm at this age still bucini bujank bujank nyai sooman,Normal
1022,I want to buy a PC but why isn't there free shipping @ dah,Normal
1023,Okay then buddy,Normal
1024,my dream is really exciting,Normal
1025,in the morning just make me emotional,Normal
1026,just a moment. just a moment. It's really funny that this makes a weekly report deadline schedule. The deadline for this week is tomorrow. the deadline is next week the 18th?? already know on 12-16 Eid holiday. it's funny. what do you want to fill me with? Eid holiday asking to do work like that??,Normal
1027,"and they are a team, yes, yesung, don't be fierce, poor brother WKWKWKWK but it's really funny, gosh, you're being bullied so much",Normal
1028,Seeing Dream's children especially Jisung who is the same age as me really motivates me so much so that I can become a successful person :').,Normal
1029,"Bestie rent empty today rep yu, need friends who want to hear my story",Normal
1030,"The older you get, the more lazy you are to express your feelings. It's not genuine.",Normal
1031,"Love must be expressed, love must be expressed.my homily is full of enthusiasm…Sorry, Father, interrupting, has Father ever expressed love?",Normal
1032,Oh man adele live!,Normal
1033,want to go back and first,Normal
1034,hihi come back to this account <3,Normal
1035,"I want to be treated like a queen 'again', hahaha halu",Normal
1036,"coming home tired, the road from the parking lot to school is far away",Normal
1037,just finished ucl,Normal
1038,"Insaan hi Insaan ko .Dass raha hai, .Saanp side mein .Baith kar hass raha hai",Normal
1039,Was lamenting the stuck jnt package.,Normal
1040,Grow up,Normal
1041,Do you play Zepeto? Let's be mutual? Just drop your id <3,Normal
1042,"if there is following this account, then I'm afraid to make a connection",Normal
1043,I rarely hug mom,Normal
1044,"What's the protest, my dog ​​doesn't tw",Normal
1045,"body comparison that doesn't make sense, I'M CRAZY Screaming",Normal
1046,Sraaahhhhh 150 ms,Normal
1047,"Possessive right, afraid it won't work, boss?",Normal
1048,I suddenly feel sick #.,Normal
1049,"I'm a bit tired, all the raya cookies, I made just one person – my brother is the lazy one",Normal
1050,Just finished the play,Normal
1051,what time is mv dream released?,Normal
1052,"ded, Wednesday presentation of 2 cases :')",Normal
1053,Monday morning without morning spirit,Normal
1054,"The Messenger of Allah (SAW) said, ""Indeed, it is an exaggeration to eat whatever you want."" (HR. Ibn Majah) Ramadan Increases Piety",Normal
1055,Good morning.,Normal
1056,"Education comes from within; You get it with struggle, effort and thought",Normal
1057,Full done,Normal
1058,"""All of the band's kids are ugly.""...Damn, he hasn't met Day6 and One Ok Rock yet.",Normal
1059,Eid 2 suit banaliye .Ek Pehle Din Pehen to Sounga.Or Ek Dusre din,Normal
1060,Got TS's desire to be bangchan. But afraid to be comfortable.,Normal
1061,it's okay,Normal
1062,Kacchi is really tall,Normal
1063,"this is not over yet, the visit from drink, just got a message from 13pj5 the center told me to submit a maximum dental prosthesis claim tomorrow. and all why do I have to do it but fortunately the patients want to be invited to cooperate to come today",Normal
1064,It's already appeared on TL anyway,Normal
1065,morning,Normal
1066,rip legend,Normal
1067,oh god my school period is only 3 days off,Normal
1068,"Everyone has made mistakes, our job is to fix all our mistakes so that we can be better",Normal
1069,"Last day I went to the eye care hospital, tomorrow it turns out ",Normal
1070,"mutual? gas, if via help rt like pls",Normal
1071,"Having a boyfriend every day invites you to make noise, if you miss me, just say it, right?",Normal
1072,Chakri confirm,Normal
1073,miss boyfriend,Normal
1074,Enjoy the world a week off,Normal
1075,"If the album can be almost 2M, the MV doesn't work can it be more!!! .SPIRIT OF NCTZEN STREAMING LATER",Normal
1076,It's sad when I don't have a dm limit.,Normal
1077,ouch dizzy,Normal
1078,"When I was in low school (1990-1995) I brought only rm0.50 in the morning for school fees. KAFA class period brings rm0.20. During high school, bring RM1. ..You all contemporaries with me used to bring how much RM to school? ..Sweet memories of hard life..",Normal
1079,why do you feel comfortable sitting on the floor for hours.,Normal
1080,Last night I forgot to cook rice when the siren sounded. Panic huh? Panic huh? Panic WON'T COOK,Normal
1081,Ni-ki good boy mbleeee jealous? Say boss,Normal
1082,"got info from surabaya village if there will be a raid at the hotel & apart, dear mutuals, be careful if you want to share a room",Normal
1083,Wooo hoooo!,Normal
1084,Room Cleaning................................................................ ................................................................. ................................................................. ................................................................. .................................1,Normal
1085,is it morning or afternoon,Normal
1086,"Bismillah, first step. good luck",Normal
1087,yoo hello,Normal
1088,not proud of parents but proud of dosbing,Normal
1089,25 years old ideally have anything? If I have to have you,Normal
1090,Best motivation is motivate yourself,Normal
1091,Amigooos,Normal
1092,"duel, you sucked the exhaust out bro ™ˆ",Normal
1093,"join 62 resign 71, what is this £",Normal
1094,The freedom to choose has arrived. What are you doing?,Normal
1095,"Congratulations, Brother",Normal
1096,Alright if anyone wants #paidfurreview I do later la k! So today someone dm wants another slot hahahahaha I want to get ready for work '•,Normal
1097,heart-shaped fortune cookies,Normal
1098,DEAR ALLAH,Normal
1099,new avaðŸ™ˆ,Normal
1100,start pulling back his trust,Normal
1101,"one by one another, even if the ministers are all gone, one and only pls",Normal
1102,Invite me to read,Normal
1103,"Are you unpregnant, you're so bastard",Normal
1104,"AMIR : APPRECIATE AND AGREE, HAHAHAHA HAHAHAHAH AHAHAHAH",Normal
1105,my eyes hurt daizzz. WE MISS YOU XAVMI,Normal
1106,if all idols in the world could be free of bucin like hyuna n hyojong ahhhhh how beautifull this world gonna be,Normal
1107,Ek glass doodh ki kimat tum kya jaano Ramesh Babu?,Normal
1108,"Basically, I like you!",Normal
1109,"waiting for the MV to come out, beat the shot, mas crush",Normal
1110,"At the end of Ramadan, let's give a pretty knock. No sustenance this time. Try again next time....",Normal
1111,from trash ends in trash,Normal
1112,Just opened twt kambek in June?,Normal
1113,WANT TO SIN BUT Afraid to Laugh,Normal
1114,sleep is not restful grgr what my father said: TOMORROW OPEN SHOP IN THE MORNING YES IT'S ALREADY WANT FOR Eid MUST OPEN EARLY MORNING...it keeps ringing,Normal
1115,"hello, I want to give it to Paimonfess, bro... I want to ask Diona's build",Normal
1116,Beautiful morning,Normal
1117,I want to change my username from ,Normal
1118,Come baby,Normal
1119,Army comes up,Normal
1120,Why do racers after the race immediately wear a hat??,Normal
1121,"Seriously, people who are in love are having a hard time sleeping????!!!",Normal
1122,"Mas, the photographer, the damage is really unbearable, okay?",Normal
1123,Stormy Monday hahahayy,Normal
1124,Yooooo how you doin?,Normal
1125,pkp but parents still working?,Normal
1126,3 more days,Normal
1127,Very good mood listening to Raki sing this song,Normal
1128,AJGGG I JUST WAKE UP EVEN THOUGH TODAY IS SCHOOL,Normal
1129,"It's also quiet for the mosque gangs who oppose the SOP when the mosque cluster appears. He said the SOP was an infidel who made it. This area of ​​my house only looks like 2-3 people go to the mosque but don't wear masks. If you are reprimanded, you are accused of being a religious traitor.",Normal
1130,money is not wasted,Normal
1131,don't like it,Normal
1132,DO NOT REPLY GATHER?? AH BOOMAT BYEE LET'S ALREADY DON'T WANT TO BALES,Normal
1133,"Now I always wake up regularly, sit ups 3 x 15 reps, stretching, and push ups 2 x 30 reps …",Normal
1134,"I have 2 songs recommendation now I forget about it because it was just extended by Apple Music Now, so I forgot to regret it",Normal
1135,"Damn the Honda car, I'm a slave, I've only done it for a month to borrow hahahaha",Normal
1136,Still at home,Normal
1137,I continue to not be disappointed after I asked to follow this. Monday blues what????,Normal
1138,"press like to be friends with ava seulgi, neeways don't forget to check",Normal
1139,Heh?,Normal
1140,Mask people,Normal
1141,Okay done mama,Normal
1142,tenage time,Normal
1143,Bae!,Normal
1144,Whats up brother,Normal
1145,Okay done my brother,Normal
1146,Keep Sabr!,Normal
1147,SABAR MANDI DULU BARU MAU HYPE,Normal
1148,I will go switzerland,Normal
1149,Eminem is rocks,Normal
1150,Who so serious!,Normal
1151,no chance to see her privates smile.,Normal
1152,"Hey, it's already D-3 Eid and there's no smell of THR coming :))",Normal
1153,"Comma and bora are dizzy, it's fun to mix up.. even followers who are over fire! ..I follow two as follows, one is karmy, one is usarmy.. One always updates scan pc and mcm2 pic is available....One translation is very wide and all issues are updated.. But there are only x got to be demeed by these two....Adoi ...",Normal
1154,20 miles is rock album,Normal
1155,Goals this year,Normal
1156,who knows me,Normal
1157,When is THR liquid,Normal
1158,bf! does anyone have a thread for ls hs bangtan or not? if there is for pls,Normal
1159,excited not sieee,Normal
1160,Oww what a goal,Normal
1161,speech..how to do..,Normal
1162,"If there's showhyuk content, go to sleep",Normal
1163,"Ibnul Qayyim rahimahullah said, ""The morning for a person is like when he is young and the end is like when he is old.""",Normal
1164,sch! Are you guys on holiday online?,Normal
1165,foo :) ,Normal
1166,"Anyone know if the working space is not comfortable and a bit quiet for assignments, especially for making videos, thankyouu",Normal
1167,WKWKWKWK my teacher is so cute,Normal
1168,The night is still young,Normal
1169,converge the page,Normal
1170,"Always success, salshaabilaa <3",Normal
1171,2nd Eid without Mama˜”,Normal
1172,"57.Dn this is a legend, his son is really cool, likes jbjb, it's nice to be invited to jam wkwk",Normal
1173,Arguing with one fool will make two fools.,Normal
1174,"I really understand how it feels to be struggling with production problems from the first year of college until the 3rd year, as a child who has given up, I'm often pegged at the stake by a handyman when it comes to price, often getting a handyman who is difficult to communicate with ends up making lots of mistakes in production.",Normal
1175,Seriously kidding,Normal
1176,"Circle hope jeonghan cb changes hair color, don't go blonde again ™ »",Normal
1177,"Keep it quiet, kkia, nik takdak. His voice is really strong.",Normal
1178,"why do people even fart in places with air conditioning, allab it smells good",Normal
1179,omg he said yes hahahaha my ship is sailing,Normal
1180,Weh Seungmin has a high tone,Normal
1181,I've started to be lazy. as I want to take 4 days off,Normal
1182,hey hey hey what is holiday,Normal
